roi,time,away_team,away_stake,home_team,home_stake,under_stake,over_stake,sport,type,id
12.956810631229246,1753152061.0,Baltimore Orioles,,Cleveland Guardians,,"{'bookmaker': 'BetMGM', 'point': '15.5', 'price': 1.29, 'stake': 89.058524173028}","{'bookmaker': 'DraftKings', 'point': '15.5', 'price': 10.5, 'stake': 10.941475826972011}",baseball_mlb,totals,6d8a12d6bd6eb2f5952efc11a4d6e3a5
18.540433925049314,1753153709.0,New York Yankees,,Toronto Blue Jays,,"{'bookmaker': 'MyBookie.ag', 'point': '5.5', 'price': 1.5, 'stake': 81.84019370460048}","{'bookmaker': 'DraftKings', 'point': '5.5', 'price': 6.76, 'stake': 18.159806295399516}",baseball_mlb,totals,4154f86f864e84c3c93107bbedfe0583
27.28714965626652,1753157280.0,Oakland Athletics,"{'bookmaker': 'DraftKings', 'price': 12.2, 'stake': 11.272727272727273}",Texas Rangers,"{'bookmaker': 'MyBookie.ag', 'price': 1.55, 'stake': 88.72727272727273}",,,baseball_mlb,h2h,d62fd90fb495a00aa6f3d1a1a19d9a8d
3.271028037383175,1753159211.0,St. Louis Cardinals,"{'bookmaker': 'MyBookie.ag', 'price': 2.0, 'stake': 51.690821256038646}",Colorado Rockies,"{'bookmaker': 'DraftKings', 'price': 2.14, 'stake': 48.309178743961354}",,,baseball_mlb,h2h,9e511e806b434018dcac0eaf15da68ef
